"Sample","0027_XAV_iHMP2_FFA_SM-77FXR","0030_XAV_iHMP2_FFA_SM-6KUCT","0051_XAV_iHMP2_FFA_SM-9WOBP","0069_XAV_iHMP2_FFA_SM-9OS5Y","0393_XAV_iHMP2_FFA_SM-AMR37","0407_XAV_iHMP2_FFA_SM-AUP8B","0433_XAV_iHMP2_FFA_SM-9SNJ4","0508_XAV_iHMP2_FFA_SM-9X47O"
"Label","CD","CD","CD","CD","nonIBD","nonIBD","nonIBD","nonIBD"
"191.05684","604709.03668","704773.47988",NA,NA,"10099.78971","202883.5721","590757.41841",NA
"191.07069","159902.38793","2310001.58414","21407.25597","2600646.2837","8530604.61035","2298610.62641","670271.47835","1202765.9064"
"191.10694","58635.79741","10462.12432","2017.03228","24611.26549",NA,"8782.50389","276459801.98485","4149646.94946"
"192.0542","524340.16201","233618.07188",NA,"7137.65209","132640.58666","527380.47788","209301.38209",NA
"192.06599","431003.74763","767193.97261","9356024.84841","3410218.86376","4661376.65195","1692973.14962","3088443.08489","1496662.05651"
"192.07409",NA,"31316.63593",NA,"148417.23898","854916.58617","192388.59575","37354.52033","81201.47504"
"192.11038",NA,NA,NA,NA,NA,NA,"34398954.54071","433767.85183"
"193.05001","43989.18888","8371324.27928","868778.61691","7235749.22051","6364956.24211","5740987.62194","1745955.65558","2599486.98866"
"193.04986","1539316.81943","6463762.89658","629874.70667","6229240.12576","1073237.67827","3302766.95388","4344789.23222","1304569.97781"
"193.00303","9326658.78431","1461373.53405",NA,"1177129.89643","2935341.24747","2656269.71838","2263730.83228","1641585.82046"
"193.08614","280781252.51731","2041766.93032","169360.85107","4087057.18336","135462169.05176","94800455.44536","452054199.72564","54414982.71087"
"193.06939","11549.96865","10184.94151","850960.76768","201353.98915","389683.359","64526.54488","264975.31261","90312.03129"
"193.08965","1735536.87481","863292.25943","1057204.92358","6572918.70153","5857250.13232","3327111.97135","10338533.4186","2027600.51182"
"194.05337","2698.73124","840051.36303","2216.68427","700515.53199","562514.13216","535678.18323","124188.48285","246632.27146"
"194.05325","58538.27126","627593.72153",NA,"185022.73942","66847.85767","202082.51752","260498.42215","45383.30841"
"194.0063","698089.40998","67376.09285",NA,"20613.95216","52218.74571","42049.50418","21288.43772","23082.82595"
"194.04527","581102.59665","440158.72331","21393833888.7487","3898123314.75672","5259394.90277","9699522.48212","9319505.75134","4926861.53937"
"194.08935","33799474.18717","190117.92687","1730.17214","335225.37477","15598397.45262","11071468.42306","53092237.72278","6292201.03161"
"194.08154","2030171.86134","2264370.01347","1345755.24975","1387450.94084","290364.67931","683568.73143","921694.22045","1236228.82146"
"194.0931","39377.70551","22908.53994","53522.51728","378016.52462","329021.99049","162130.45576","701248.79734","97773.68065"
"195.00031","2840744.02202","466939.47107",NA,"290892.50462","844093.46224","864854.57783","496149.44731","494563.18351"
"195.04851","170336.8772",NA,"1798344623.80628","304188926.30957","11634061.39263","1061835.16674","277109.54173","290316.37718"
"195.13837","255084.70094","224933.03358","534995.70843","303383.61248","1140234.01244","368647.81801","4138227.31956","1128561.98245"
"195.13829","6596588.39491","9194433.48652","4682846.57274","5112813.30872","2937404.28434","5265958.18655","4647425.29104","3811822.91469"
"195.17474","1171816.24955","592157.00408","1198.87981","283078.22308","606713.89058","24969.29139","122694.65054","63418.91637"
"195.09156","1746758.7191",NA,NA,NA,"344760.91937","272693.52677","1478826.12311","153103.06972"
"195.06325","2364633.11458","1695202.53365","2442477.51177","2409908.50109",NA,"4951739.449","9229619.20173","7098886.11709"
"195.08486","92213.67613","182521.58472","84690.04649","37587.05255",NA,"17892.0222","31023.32384","77339.58707"
"195.06578","2598619.8216","103258497.73535","507323.43086","9866935.1358","1612822.18762","4882628.49157","201987.81537","269781.26115"
"196.06914","238856.19754","10999355.35957","197666.87","923923.56103","120662.70032","458341.64197","727133.97436","61358.05698"
"196.14165","254836.1706","481279.26727","499308.56792","276467.88532","92292.22799","269266.7486","254916.60419","462800.09412"
"196.06647","178404.98397","119219.10484","154176.9006","88114.5306",NA,"297382.17679","651564.65643","545334.29764"
"196.14186",NA,NA,"6306.42307","13072.73738","66677.12904","7167.85639","448811.10367","112955.68788"
"196.17795","116395.90774","58108.19613",NA,NA,"6237.64904",NA,NA,"1750.85421"
"197.11771","212471.7495","169718.57001","137178.26779","645752.09294","2843778.8156","1921332.97026","2578581.18445","2920571.40223"
"197.06891","64939.7697","210531.78113",NA,NA,"691705.61977",NA,"1166309.12127","751232.2632"
"197.07448","17025044.84986",NA,"3413283.47245","6013816.38996","3172079.83119","10510486.49288","63671191.10887","29952771.08507"
"198.14928","287467.8609","246622.57222","16710.89024","2035274.21525","2466676.87288","268523.18767","1268515.75236","1141316.94262"
"198.12106","19911.01838","8348.80233","2641.16723","4487.69042","137598.12959","814834.39327","201907.69528","269696.01355"
"198.07684","315414.42561","2658443.24574","53447.169","2951142.59757","1155897.88278","11981538.66068","2845156.98667","2004136.55106"
"199.05807","2178564.46912","4879189.63383","16379354.11704","12896511.54957","7884563.85091","1207582.28845","63614.4366","2939.50224"
"199.16972","66505784.65576","364649032.76161","38807201.86905","46149783.12529","4258062477.43174","18264032.74982","38290327.03696","63812320.107"
"199.09703","329568.55659","356995.40509","185112.8887","60087.02193","4052836.11072","2474848.39656","4771277.21641","3302172.79984"
"199.09687","14494952.55105","6879921.09044","762968.13921","9794974.06258","35250099.43589","18145270.90548","16253011.20479","71966.28963"
"199.09704","1750423.50477","580196.86329",NA,"561758.61897","3620704.31263","5871265.82915","5926529.65311","983739.71479"
"199.15286","2561.86347",NA,NA,"121072.72027","182852.81521","2173.93099","68912.51514","85911.48915"
"200.06142","51240.04231","244235.69974","1069496.32421","352313.00445","282894.39084",NA,NA,NA
"200.12847","739978.10865","1839491.64149","54782.813","3925003.5903","16412194.10272","20444306.3191","5371663.00361","780960.21265"
"200.1729","8189306.35671","47244253.14393","4854519.49405","5686571.91509","538143139.7943","2270075.04244","4689209.31013","7993803.76223"
"200.10023","1417187.82861","675148.30634","30194.86983","752585.2336","3234486.61392","1846323.93592","1509348.39946","45438.22768"
"200.10041","52821.22207","14158.97016",NA,NA,"79420.71375","451593.34482","400135.85459","9489.98931"
"200.10039","6770.76837","2489.87901","1327.79948","4562.74441","330098.67261","204034.44735","438798.35471","281435.92625"
"201.11267","15212498.62933","8459009.82115","4193781.81374","28660179.88782","134309751.06587","57391836.86908","110261898.784","87817937.09246"
"201.1491","1144869.82094","640460.76434","44580.52024","964247.27359","1549458.70489","468515.0326","2706031.11386","1906997.61423"
"201.13192","320037.97734","112404.99522",NA,"2368510.36683","870464.44459","1812462.98045","456817.50645","41889.74702"
"201.11278","386528.09481","269870.36913","201276.13047","1730850.30358","26088480.64063","16871050.05305","37586355.35175","25946780.53051"
"201.17654","133043.0356","1585507.71346","144486.31931","189360.98023","15455738.57259","9981.62327","73516.53399","111397.60389"
"202.15236","48630.30181","20373.31914",NA,"36760.02784","43513.51577","6767.15453","269793.8887","146513.48173"
"202.11606","87248.26635","11706.04455","1960.1184","93073.26171","2543751.51585","1670645.67376","3932150.18491","2731568.85067"
"202.11591","1266309.35348","716764.87978","378235.83744","2645202.75805","15526632.47836","5661155.88618","11346630.39692","4736793.45472"
"203.03202","123143087.61293","22658676.92561","222060.55773","17274748.80707","49978026.42365","35319690.40834","33189060.13859","23410679.9524"
"203.12837","1656633.28146","1119484.40996","201994.47498","3395342.48711","7877460.65843","2082143.1479","1635496.824","341724.92373"
"203.12829","1094015.3241","524281.00175","176054.25342","7689278.94066","8127660.32554","2458341.79269","6625493.42682","2228173.34065"
"203.08218","24870130.20305","46840357.59158","370847915.75645","7900663.33331","59356033.40404","43691095.68054","11876139.15572","3749006.28646"
"204.0353","11757047.91841","2024049.59676","2953.61402","1555201.41939","3143683.50091","3185373.54042","2865151.78676","2062070.17334"
"204.08512","2504191.99963","4880881.1439","42406733.23067","1932841.58056","6342383.03128","4619423.84005","1248360.78618","403637.80471"
"204.1317","100049.6413","74584.9315",NA,"262630.95983","768813.71588","185747.50209","87766.70501","8939.64248"
"204.13177","1200420.83738","10136.72775",NA,"120464.70477","712590.56587","173332.30345","645267.95954","223001.80066"
"205.15916","31746976.34918","79345483.84315","33148096.68955","18806796.42918","365284.74461","7254899.68931","17483542.35581","10763506.49864"
"206.0455","18090207.32032","401604.98308","297391.39668","4440207.2458","136294172.24309","19469400.12117","44400238.9325","18697630.19651"
"206.04539","503987008.15805","418563930.05872","14778923.55161","21198204.59281","389401570.4854","542200002.48391","374168551.22211","321245.88598"
"206.08179","5347219.29816","2793692.91536","6931225.55773","50884612.99308","12090121.48878","15069117.125","16237113.51228","4684338.33964"
"206.16249","4416808.27337","11590632.06575","4860433.64395","2529621.31477",NA,"862742.2223","2348416.29308","1504313.16767"
"207.04837","55420808.42961","46296466.67495","1364553.81903","1135399.89109","42595571.52904","60031447.54801","41637876.81241","6228307.12128"
"207.04879","252470.87534","7155890.63265",NA,"928892010.19102","14305391.63928","3591597.01685","4287733.82914","1635731.17839"
"207.0657","118445.14734","490234.12951","377467.41897","12391330.46557","916480.36129","480772.40693","99573.28298","1405476.88892"
"207.06573","10409081.03184","9448115.62421","33282.48499","149340834.90871","672066.72738","2277263.06885","2294675.37283","339939.06074"
"207.16574","70486.8592","638972.28655","256309.14047","5360.53137",NA,NA,NA,"4535.02178"
"207.085","401051.35051","147023.32967","777997.40646","5156369.31785","1219026.647","1011300.79397","1685104.93378","156103.84263"
"208.0493","1940796.34135","1622400.39647","10849548.74887","24345160.7189","1161525.99139","608327.69381","1674816.51572",NA
"208.06177","1062612.3989","636363.76721","922500.79794","11361647.95119",NA,NA,"109854.53057","1722082.43663"
"208.06493","3649013.67496",NA,NA,"1266673.29403",NA,NA,NA,NA
"208.96055","6884763.86286","5934224.89816","4497028.35742","3752199.4251","2242604.96839","3343723.0801","3311220.55039","3962337.10228"
"209.1542","16130096.44105","15970584.51335","16033614.30504","20793696.49257","4654103.29671","13100494.42598","13667517.13142","10714557.12528"
"209.06753","5575559.73315","138891.61308",NA,"7284611.74488","25584952.19797","2201099.0886","39454333.68155","47873834.71453"
"209.08149","14140218.7939","1996480.72729","66545.55476","12107381.03619","7347595.37626","21186401.45502","1655925.00697","2897861.56382"
"209.08141","85778.71677","3343876.04338","1364.21781","2104296629.05169","111245.60202","129785.92599","100706.33053","405268.14425"
"209.07904","9259411.89528","6745373.83614","8756373.60922","10287349.63916","50353601.18273","49700124.30842","123218403.82171","34149432.65901"
"209.08159","1938162.65227","665753.41178","2903.14891","11787276.21842","4586531.34862","2907996.84795","129894.91246","2191744.27708"
"209.9609","818369.57935","778826.69224","556958.17543","342248.22975","262473.15479","354326.62046","398639.12458","448874.24801"
"210.05921","1287732.75447","606375.52434","1592184.04926","614847.65636","1372798.94152","1221065.42526","1277627.59123","1775174.13082"
"210.15751","2051703.7752","2045424.93285","2052069.38301","2519586.24015","488240.30983","1672924.30819","1809303.47219","1334220.31926"
"210.08221","795544.69776","568372.47287","736020.57588","877959.88107","4337234.69683","4363983.47422","10965383.59584","3046078.80044"
"210.08392","1165.32973","335476.88591",NA,"229610389.19693",NA,"109250.14149",NA,NA
"210.08506","95917.31848","34882.57536",NA,"1208364.8359","457251.84861","205655.42168","1465.49755","197108.64112"
"210.07098","208532.23618",NA,NA,"330308.27031",NA,"29771.54868","324232.71829","452969.57117"
"210.08496","811806.48608","82340.94209",NA,"615690.15791","495426.24031","2053416.3653","107309.61694","248634.19081"
"211.03971","9216.29238",NA,NA,"12476.75492","222201.99","3266.14417","12699735.2268","578150378.647"
"211.06245","73287.57374","90432.09413","95920.4521","11911.98493","39487.62529","40616.66123","23826.20765","39025.20852"
"211.1335","5568718.29443","9319373.9881","4328365.85605","3399242.95144","1601655.88608","3909149.46415","2778677.00539","2564181.32232"
"210.95807","951575.35231","299488.00791","662036.42184","430353.8379","307646.87838","430165.86832","481811.50433","457228.01373"
"211.13358","10216282.59279","3170730.50018","164599.28969","3107446.61766","13991643.61219","2846604.29496","3206276.56915","326607.34591"
"211.13347","858552.20546","636590.35682","223678.6195","2606784.85215","6051287.12008","3168361.68487","8863959.94866","3652871.37655"
"211.15221","69166.42172","19108.82337","58098.26063","708235.98051","4471.45039",NA,NA,NA
"212.04277",NA,NA,NA,"4516.9641","11047.07755",NA,"1555650.10376","71600502.79008"
"212.13663","634079.83937","1042898.46039","434158.78981","353910.52466","44686.10401","394715.91272","267556.713","260766.55374"
"212.13675","33829.58958","20025.71251",NA,"153712.63126","561599.8145","320342.69256","1005243.0482","398454.53043"
"212.13649","1186165.26636","347952.46956","1688.24063","67768.77195","1607284.52215","111871.50753","166618.84883","23743.43948"
"213.18554","11907984.8122","6967353.48835","1350584.21068","2297134.76669","29904620.51669","7009051.53854","20400755.537","3167829.3367"
"213.09155","65761602.93125","829986.24678","155780.64625",NA,"9696360.79064","3653412.18979","2799331.64245","93219.02504"
"213.11273","1792939.9424","266645.62312","1564470.62458","1682763.59805","4836340.68089","4248467.70728","7023845.12445","1040776.23735"
"213.14916","1190373.38562","198296.06366","362612.48107","434898.84985","9407226.6963","725804.32563","3203032.28898","1807177.83751"
"213.09164","94236.66672",NA,NA,"1675621.58026","3629480.43058","2498956.91719","10031775.36134","3525305.24199"
"213.18553","15720053.63506","202417.2008","251373.24288","3181586.58352","13087242.99085","8979672.02994","17089337.95083","3283310.26428"
"214.14439","2795583.35137","1155535.90662","258414.7488","419858.3559","4826050.98924","10105421.65485","2718135.93451","975471.71933"
"214.09488","9686568.6574","84988.00932",NA,NA,"151523.20376","502497.5723","244183.30716","2498.0765"
"214.09502","34664.80528",NA,NA,"170567.37153","477252.48409","309518.28495","1347624.1167","481767.18607"
"214.07053","769276.82235","169190.16533",NA,"3389956.49393","2826224.67768","2396548.28765","2227351.84133","3167853.18737"
"214.15246","83129.76746","15769.90891","27381.49127","4239.33447","275036.91898","16212.69149","328578.69772","177834.61711"
"214.11611","49461.76365","6261.56283","892842.75774","64629.07327","279557.91873","359897.16683","81497.05365","27333.03527"
"214.18883","1579894.63248","749208.87683","84009.5614","445748.28033","3681339.9795","1818901.40918","4743859.25913","311670.06008"
"214.18887","1956862.0492","195431.47116","16739.72873","304090.23441","1478220.91309","1100620.62305","2330017.74528","344634.07674"
"215.16473","14669556.68554","2173868.07852","27069407.39822","6341684.23098","44938571.0745","9200798.21746","102763509.2182","12161534.71834"
"215.12844","5194012.39703","5410485.00026","1958915.28774","8269959.05026","38434474.49815","25154365.09715","41617733.26869","15276788.5029"
"215.06854","34808729.96096","247718.80487",NA,NA,"6653813.03999","8573729.65455","33254685.85031","5369478.06862"
"215.16487","3047092.85038","926356.97161","837632.68903","2170377.73769","6006335.1581","697415.65408","924373.2301","309206.96812"
"215.14778","226707.19292","38813.33497",NA,"67343.46962","408753.93941","987319.09728","214275.98296","21595.38327"
"215.07386","103021.19067","109687.25594","17730.86237","266629.12986","248759.43005","160768.5567","194745.12998","508557.05849"
"216.16803","1775446.21844","162029.97694","3331982.79526","623124.92219","4773111.53818","949375.38918","12952947.08926","1438062.31824"
"216.13177","495568.93891","104788.88037","80110.44365","601508.97333","4039036.9008","2689400.65758","4416620.90351","1658920.48034"
"216.07181","3701226.94372",NA,NA,NA,"601853.87638","852139.39527","3523546.8399","532389.37486"
"216.16816","260303.162","75889.61746","82161.27537","157315.45299","488443.74717","22475.78071","39769.24158","12294.03925"
"217.04789","45095224.4728","213794.32974","3391.45213","5565543.27296","212885.60284","14662980.60856","18089589.07565","8928178.9651"
"217.07156","2244075.3036","10205654.05121","4961348.76397","10079075.70367","34514101.60414","69787006.81247","14071465.20866","7163278.14895"
"218.05118","4598520.39206","3509.8698",NA,"292887.34198","751926.25281","1446671.948","1730124.20925","861006.62263"
