"","Fold Change","log2(FC)"
"277.09328",0.27091,-1.8841
"447.31176",3.6895,1.8834
"330.16783",0.27107,-1.8833
"379.24941",0.27107,-1.8832
"329.23346",0.27131,-1.882
"314.14882",0.27133,-1.8819
"374.27847",0.27175,-1.8797
"524.30017",0.27174,-1.8797
"513.2528",3.6785,1.8791
"380.18284",0.27187,-1.879
"118.92134",3.678,1.8789
"316.25748",0.27191,-1.8788
"419.28081",0.27216,-1.8775
"555.29973",3.6737,1.8772
"623.52568",0.27262,-1.875
"361.16632",0.27266,-1.8748
"181.04969",3.6657,1.8741
"617.51119",0.27286,-1.8738
"515.26828",3.6619,1.8726
"385.23902",0.27315,-1.8722
"453.2977",0.27361,-1.8698
"561.48877",3.6532,1.8692
"436.28368",3.6457,1.8662
"146.9958",3.6443,1.8656
"605.2977",3.6422,1.8648
"183.12432",0.27466,-1.8643
"189.03976",3.6392,1.8636
"199.16972",0.27497,-1.8627
"361.08226",3.6363,1.8625
"383.14165",3.6286,1.8594
"366.23469",0.27561,-1.8593
"348.22386",3.6253,1.8581
"112.9845",3.6253,1.8581
"296.01555",3.6238,1.8575
"457.24278",0.27601,-1.8572
"527.30527",0.27615,-1.8565
"315.25455",0.27671,-1.8536
"553.32073",3.6119,1.8527
"551.3234",3.6113,1.8525
"407.29163",3.6065,1.8506
"200.1729",0.27739,-1.85
"406.26857",0.27755,-1.8492
"335.14576",3.6028,1.8491
"730.56369",0.2777,-1.8484
"363.25228",3.5979,1.8471
"313.20258",0.27809,-1.8464
"368.19205",0.27839,-1.8448
"199.09702",0.27839,-1.8448
"215.12844",0.27853,-1.8441
"413.19276",3.5894,1.8437
"579.44023",3.5872,1.8429
"272.23134",0.27883,-1.8426
"517.26106",0.27898,-1.8418
"225.1128",3.5833,1.8413
"433.24933",0.27984,-1.8373
"251.20168",3.571,1.8363
"253.14471",0.28008,-1.8361
"116.92735920",3.5698,1.8358
"677.44567",3.5676,1.835
"631.52671",0.28048,-1.834
"408.28409",0.28088,-1.832
"461.0038",0.28096,-1.8315
"187.03512",0.28103,-1.8312
"219.05064",3.5564,1.8304
"666.49591",3.555,1.8298
"214.07053",0.2817,-1.8278
"543.26424",0.28184,-1.827
"87.00733",3.548,1.827
"256.05933",3.5461,1.8262
"397.18718",0.28223,-1.825
"467.31481",0.28247,-1.8238
"311.16216",3.5377,1.8228
"339.20742",3.523,1.8168
"665.57279",3.5213,1.8161
"364.21119",3.5162,1.814
"420.23004",0.28443,-1.8139
"548.31519",3.51,1.8115
"529.30145",3.5097,1.8114
"574.45547",3.5095,1.8113
"342.2403",0.28514,-1.8102
"487.3202",0.28599,-1.806
"476.34675",0.28619,-1.805
"310.92788",3.491,1.8036
"138.05496",3.4897,1.8031
"395.2442",0.28699,-1.8009
"199.06069",3.4814,1.7997
"530.91345",3.4802,1.7992
"612.51909",3.4799,1.7991
"298.24688",3.4757,1.7973
"367.3584",3.4753,1.7971
"317.13035",0.28779,-1.7969
"527.29959",0.288,-1.7959
"222.99162",3.4719,1.7957
"780.55107",0.28828,-1.7945
"306.15459",3.4653,1.793
"482.35709",3.4634,1.7922
"641.35598",3.4629,1.792
"297.28022",3.4574,1.7897
"283.1552",3.4549,1.7887
"779.54792",0.28944,-1.7886
"681.48679",3.4548,1.7886
"475.34341",0.28958,-1.788
"373.16368",3.4496,1.7864
"311.22324",0.28994,-1.7862
"539.26059",0.2903,-1.7844
"431.30945",3.4429,1.7836
"488.24055",3.4429,1.7836
"635.45339",3.4402,1.7825
"418.34126",0.29082,-1.7818
"308.2679",3.437,1.7812
"288.93676",3.4343,1.78
"345.22879",0.29125,-1.7797
"485.32529",0.29133,-1.7793
"461.2781",3.4306,1.7785
"471.25027",0.29167,-1.7776
"413.30659",3.4279,1.7773
"85.02804",3.426,1.7765
"341.26945",0.29203,-1.7758
"407.32833",3.4204,1.7742
"327.21811",0.2924,-1.774
"244.12701",0.29266,-1.7727
"427.31813",3.4049,1.7676
"290.93423",3.4045,1.7674
"392.26602",0.29387,-1.7667
"413.20048",3.4019,1.7663
"212.05615",3.3995,1.7653
"537.48893",3.3972,1.7643
"448.31531",3.3938,1.7629
"581.47815",0.29475,-1.7625
"194.90513",0.29486,-1.7619
"261.11916",0.29485,-1.7619
"495.33331",3.3905,1.7615
"483.26961",3.3904,1.7614
"435.27575",3.3894,1.761
"632.52999",0.29513,-1.7606
"783.57897",0.29514,-1.7605
"258.13236",0.29524,-1.76
"215.03227",3.3848,1.7591
"391.19928",0.29624,-1.7552
"405.26516488",0.2963,-1.7549
"271.22817",0.29632,-1.7548
"306.15453",3.374,1.7545
"497.34076",0.2964,-1.7544
"438.28907",3.3719,1.7536
"225.18571",3.3658,1.751
"483.30549",0.29718,-1.7506
"393.25926",0.29734,-1.7498
"345.17114",3.3614,1.749
"314.24213",3.3572,1.7473
"264.08643",0.29801,-1.7466
"209.1542",3.3541,1.7459
"106.04112",0.29821,-1.7456
"393.27648",3.3518,1.7449
"631.52694",0.29836,-1.7449
"286.17766",0.29843,-1.7445
"115.00257",3.3483,1.7434
"277.21759",0.29867,-1.7434
"107.04894",0.29878,-1.7428
"811.67788",3.3457,1.7423
"417.26492",0.29897,-1.7419
"332.18324",0.29925,-1.7406
"269.21218",3.3405,1.7401
"402.91732",3.3404,1.74
"166.0975",3.3387,1.7393
"233.09303",0.29978,-1.738
"187.08426",0.29996,-1.7372
"448.3155",0.30064,-1.7339
"381.21072",0.30083,-1.733
"607.31412",0.30092,-1.7325
"615.31649",0.30097,-1.7323
"501.35918",0.30101,-1.7321
"301.23855",3.3112,1.7273
"405.26463572",3.3057,1.725
"243.08102",3.3038,1.7241
"569.27328",3.3034,1.724
"107.04889",3.3031,1.7238
"485.222",3.3017,1.7232
"447.31191",0.303,-1.7226
"480.32344",0.30318,-1.7218
"186.02244",3.2978,1.7215
"478.29431",3.2939,1.7198
"465.29817",0.30394,-1.7181
"516.89763",3.2889,1.7176
"803.54498",0.30405,-1.7176
"146.04483",3.285,1.7159
"419.18665",0.30506,-1.7128
"297.0983",0.30517,-1.7123
"368.24973",3.274,1.711
"391.26248",0.30569,-1.7099
"441.30119",0.30572,-1.7097
"487.34322",0.30581,-1.7093
"437.28682",3.2695,1.7091
"533.45525",3.2685,1.7086
"431.31683",0.30604,-1.7082
"347.24447",0.30633,-1.7069
"151.02522",3.2631,1.7062
"490.25553",3.2589,1.7044
"555.31091",3.2565,1.7033
"500.31301",3.2555,1.7029
"421.29649",0.30716,-1.7029
"117.92742",3.2543,1.7023
"182.0816",3.2532,1.7019
"484.28876",3.2517,1.7012
"461.29135",3.2495,1.7002
"300.13549",3.2482,1.6996
"427.21988",3.2479,1.6995
"471.34834",0.30836,-1.6973
"713.60978",0.30848,-1.6968
"493.34665",3.2413,1.6966
"242.04351",0.30857,-1.6963
"297.18893",0.30867,-1.6958
"420.28423",0.3088,-1.6953
"216.0333",3.2347,1.6936
"487.32018",3.2311,1.692
"243.08477",3.2308,1.6919
"315.13561",3.23,1.6915
"785.58499",0.30979,-1.6906
"167.0341",3.2265,1.69
"256.23506",3.2242,1.6889
"287.06738",3.2206,1.6873
"293.17604",0.31074,-1.6862
"205.03466",3.2168,1.6856
"465.32225",3.2135,1.6842
"355.30478",3.2134,1.6841
"466.32542",3.2132,1.684
"429.28123",3.2125,1.6837
"534.45862",3.2116,1.6833
"777.53229",0.31146,-1.6829
"357.19959",0.31151,-1.6826
"446.2917",3.2086,1.6819
"250.14485",3.2043,1.68
"472.35177",0.31218,-1.6796
"130.06514",0.3123,-1.679
"243.12388",0.31267,-1.6773
"150.04122",3.1936,1.6752
"273.12466",3.1801,1.6691
"302.15132",3.1798,1.6689
"525.3255",3.1727,1.6657
"242.94364",3.1659,1.6626
"226.96577",3.1657,1.6625
"270.0479",0.31617,-1.6612
"482.29507",3.1604,1.6601
"506.34798",3.1596,1.6597
"255.23313",0.31684,-1.6582
"311.22323",0.31691,-1.6579
"482.26587",3.1463,1.6536
"213.14916",0.31814,-1.6523
"723.40262",0.31837,-1.6512
"384.15697",3.1401,1.6508
"371.19034",0.31855,-1.6504
"377.27282",3.1363,1.6491
"159.06533",0.31885,-1.649
"395.12019",3.135,1.6485
"134.8936",0.31899,-1.6484
"671.52637",0.31902,-1.6483
"318.1543",3.1333,1.6477
"316.15314",3.1318,1.647
"611.46768",0.32012,-1.6433
"255.23318",3.1225,1.6427
"321.14612",3.1225,1.6427
"460.26846",0.32051,-1.6416
"316.96802",3.1189,1.641
"557.27362",3.1118,1.6377
"518.25098",3.1109,1.6373
"257.23854",3.1105,1.6372
"152.04231",3.1104,1.6371
"323.22066",3.1101,1.6369
"326.20912",0.32155,-1.6369
"208.96055",3.1093,1.6366
"503.26321",0.32167,-1.6363
"561.14107",0.3224,-1.6331
"322.94178",3.1007,1.6326
"495.3334",0.32251,-1.6326
"284.15882",0.3226,-1.6322
"542.3237",3.0893,1.6273
"113.02322",3.0886,1.6269
"535.30977",3.0885,1.6269
"135.04413",0.32394,-1.6262
"649.44259",3.0839,1.6247
"387.22164",0.32438,-1.6242
"330.23703",0.32452,-1.6236
"394.26262",0.32459,-1.6233
"323.07722",0.32479,-1.6224
"406.26379",3.0737,1.62
"186.03987",0.3254,-1.6197
"292.08066",3.0691,1.6178
"171.10189",0.32619,-1.6162
"598.51336",3.0655,1.6161
"256.083",0.32631,-1.6157
"530.30219",3.0565,1.6119
"324.22416",3.0529,1.6102
"285.18609",0.32803,-1.6081
"477.26221",3.0454,1.6066
"212.05621",0.32932,-1.6025
"390.27354",0.32934,-1.6024
"339.21567",0.32958,-1.6013
"498.29022",3.0342,1.6013
"223.09486",0.32978,-1.6004
"475.34313",0.3298,-1.6003
"152.99477",0.33024,-1.5984
"349.23626",3.0271,1.598
"550.29228",3.027,1.5979
"498.34356",3.0246,1.5967
"685.4642",0.3309,-1.5955
"733.57849",0.33091,-1.5955
"479.32001",0.33125,-1.594
"461.36427",0.33142,-1.5933
"135.93175",0.33142,-1.5932
"305.15118",3.0164,1.5928
"407.28079",3.0162,1.5927
"438.30825",3.0139,1.5916
"259.13216",3.0137,1.5915
"148.04276",3.0115,1.5905
"443.21132",0.33216,-1.5901
"224.09262",0.33242,-1.5889
"210.08221",0.33271,-1.5877
"381.26503",0.333,-1.5864
"389.24697",0.33303,-1.5863
"198.07684",0.33306,-1.5862
"350.23723",0.33335,-1.5849
"240.06436",2.9977,1.5838
"391.28541",2.9975,1.5838
"526.32865",2.9956,1.5828
"157.08606",0.33451,-1.5799
"94.97946",2.9824,1.5765
"365.24674",0.33543,-1.5759
"629.26138",0.33552,-1.5755
"742.60826",0.33632,-1.5721
"297.24343",0.33642,-1.5716
"611.51517",2.9721,1.5715
"203.05041",2.9707,1.5708
"280.23589",0.33674,-1.5703
"632.72856",0.33784,-1.5656
"386.17267",0.33807,-1.5646
"545.38028",2.9571,1.5642
"343.19471",2.9554,1.5634
"127.03899",0.33868,-1.562
"496.28274",0.33903,-1.5605
"682.30022",2.9493,1.5604
"640.5606",2.9483,1.5599
"277.18097",2.9478,1.5597
"416.93285",2.9479,1.5597
"465.2877",0.33922,-1.5597
"527.40873",0.33976,-1.5574
"539.33737",2.94,1.5558
"327.21816",0.34052,-1.5542
"286.17455",2.9348,1.5533
"641.55178",0.34096,-1.5523
"259.18165",0.34138,-1.5506
"525.30558",2.929,1.5504
"345.21085",0.3418,-1.5488
"176.03776",0.34185,-1.5485
"145.08598",0.34196,-1.5481
"479.19914",2.9232,1.5476
"472.35181",0.34217,-1.5472
"477.30504",0.34247,-1.546
"243.09837",0.34306,-1.5435
"417.93433",2.9141,1.543
"681.29672",2.9118,1.5419
"485.02091",0.3437,-1.5408
"356.28088",2.9057,1.5389
"363.17701",2.9053,1.5387
"223.09737",0.34511,-1.5349
"147.06523102",2.8964,1.5342
"309.20507",2.8958,1.534
"398.191",0.34549,-1.5333
"412.34371",2.8938,1.533
"430.94842",2.8937,1.5329
"434.31785",0.34565,-1.5326
"331.19206",2.8908,1.5315
"342.24013",2.8883,1.5302
"309.10778",2.8881,1.5301
"338.23648",0.34645,-1.5293
"241.14456",0.34647,-1.5292
"375.26567",2.8825,1.5273
"282.25221",0.34722,-1.5261
"296.23142",0.34823,-1.5219
"338.31505",0.34832,-1.5215
"209.07904",0.34863,-1.5202
"417.3377",0.34882,-1.5194
"557.45794",0.349,-1.5187
"741.60465",0.3491,-1.5183
"116.92735683",2.8627,1.5174
"254.10359",0.34947,-1.5167
"401.28081",2.8603,1.5162
"481.3169",2.8555,1.5138
"460.27653",2.8528,1.5124
"116.92731381",2.8492,1.5106
"299.00637",2.8486,1.5103
"299.25888",0.35105,-1.5102
"547.34872",0.35128,-1.5093
"611.50754",2.8462,1.5091
"138.02664",2.8462,1.5091
"408.2841",0.35137,-1.509
"428.26534",2.8461,1.509
"214.14439",0.35177,-1.5073
"415.17058",0.3522,-1.5056
"614.33052",2.8352,1.5034
"356.256",2.8338,1.5027
"423.2872",2.8318,1.5017
"361.26003",2.8279,1.4997
"159.06528",0.3537,-1.4994
"347.22643",0.35389,-1.4986
"102.95553",2.8207,1.4961
"350.10972",2.818,1.4947
"438.2945",0.35537,-1.4926
"116.92742",0.35558,-1.4917
"618.51404",0.35581,-1.4908
"271.00419",0.35628,-1.4889
"318.15442",2.8054,1.4882
"367.21072",0.35712,-1.4855
"495.31545",0.35743,-1.4843
"562.49187",2.7971,1.4839
"253.0647",2.797,1.4839
"253.14459",2.7906,1.4806
"130.05784",2.789,1.4797
"405.30133",0.3595,-1.4759
"367.2467",2.7812,1.4757
"411.18518",2.7804,1.4753
"197.07448",0.3602,-1.4731
"465.30501",0.3602,-1.4731
"508.44531",2.7759,1.473
"389.27011",0.36032,-1.4727
"377.23666",2.774,1.472
"461.32781",0.36051,-1.4719
"392.26344",2.7687,1.4692
"391.24376",0.36124,-1.469
"494.33901",0.36163,-1.4674
"589.46947",2.7653,1.4674
"609.18242",0.3617,-1.4671
"447.20648",2.7644,1.467
"365.26996",0.36208,-1.4656
"316.15176",2.761,1.4652
"294.08332",2.7604,1.4649
"572.29246",2.7561,1.4627
"333.22052",0.36303,-1.4618
"321.20751",0.36334,-1.4606
"315.25415",2.7512,1.4601
"141.01582",2.7499,1.4594
"339.00804",2.7498,1.4593
"369.15432",2.7495,1.4592
"413.29142",0.36383,-1.4586
"265.1195",0.36391,-1.4584
"472.19446",2.7474,1.4581
"445.09746",2.7467,1.4577
"372.29109",0.3641,-1.4576
"413.26407",0.36435,-1.4566
"612.51073",2.742,1.4552
"616.31988",0.36487,-1.4546
"313.21775",0.36497,-1.4541
"123.04404647",2.7393,1.4538
"317.15106",2.7338,1.4509
"632.31817",2.7325,1.4502
"137.02337",2.7307,1.4493
"507.44205",2.7276,1.4476
"212.0746",2.7217,1.4445
"481.35345",2.7194,1.4433
"317.15102",2.7195,1.4433
"323.14232",0.36776,-1.4432
"491.32039",0.36777,-1.4431
"509.35967",2.7179,1.4425
"329.10355",0.36827,-1.4412
"266.08905",2.7151,1.441
"329.25297",0.36847,-1.4404
"267.23321",0.3686,-1.4399
"241.21679",0.36883,-1.439
"377.28142",2.7107,1.4387
"411.26749",0.36894,-1.4386
"511.29184",0.36906,-1.4381
"331.24915",2.7092,1.4378
"272.23124",2.7081,1.4373
"298.24536",0.36939,-1.4368
"243.19649",0.36942,-1.4367
"385.14909",0.36952,-1.4363
"448.20941",2.706,1.4361
"609.39313",2.7002,1.433
"337.31174",0.37041,-1.4328
"332.93431",2.6997,1.4328
"101.0231",2.6982,1.432
"614.32378",2.6977,1.4317
"597.50998",2.6959,1.4308
"363.21573",2.6929,1.4291
"311.1691",0.3715,-1.4286
"256.15575",2.6895,1.4273
"801.5455",0.3722,-1.4258
"782.56662",0.37239,-1.4251
"802.54896",0.37243,-1.4249
"183.1383",0.37255,-1.4245
"412.27071",0.37276,-1.4237
"536.31361",0.37289,-1.4232
"199.06041",2.6816,1.4231
"368.21417",0.37318,-1.4221
"303.23326",2.6794,1.4219
"366.16746",0.37331,-1.4215
"377.07952",2.6783,1.4213
"615.49514",2.674,1.419
"234.08988",0.37407,-1.4186
"827.64184",2.6733,1.4186
"289.16586",0.3743,-1.4177
"116.92734429",2.6689,1.4162
"613.32046",2.6678,1.4156
"556.446",2.6665,1.4149
"508.35602",2.6625,1.4128
"383.08196",2.658,1.4103
"433.29631",0.37661,-1.4088
"394.29648",2.6539,1.4081
"257.21237",0.37698,-1.4075
"428.87382",0.37739,-1.4059
"110.89778",0.378,-1.4035
"316.25731",2.6444,1.4029
"391.28586",0.37826,-1.4026
"337.23332",0.37836,-1.4022
"653.49186",2.6426,1.4019
"149.09611",0.37892,-1.4
"248.07772",0.38008,-1.3956
"512.31342",0.38047,-1.3942
"419.18074",0.38057,-1.3938
"355.27514",0.38062,-1.3936
"405.26503",2.6236,1.3915
"537.32567",0.38125,-1.3912
"244.08273",0.38171,-1.3895
"277.15611",0.38169,-1.3895
"336.23957",0.38201,-1.3883
"691.50734",2.6169,1.3878
"297.24448",0.38214,-1.3878
"759.61518",0.38237,-1.3869
"478.30827",0.38267,-1.3858
"397.1505",2.6128,1.3856
"414.26803",0.38277,-1.3855
"337.23654653",2.6103,1.3842
"234.11351",2.61,1.384
"639.55732",2.6085,1.3832
"343.28553",0.38402,-1.3808
"465.30457",2.6006,1.3789
"513.33584",0.38457,-1.3787
"305.15083",2.6002,1.3786
"158.0449",0.38493,-1.3773
"275.14443",2.5976,1.3772
"280.02064",2.5974,1.377
"465.30502",0.38519,-1.3764
"333.13301",0.38537,-1.3757
"359.27083",2.5948,1.3756
"268.2365",0.38542,-1.3755
"285.24369",2.594,1.3752
"109.02822",2.5871,1.3713
"345.21088",0.38656,-1.3712
"382.22142",0.38663,-1.371
"754.59765",0.38703,-1.3695
"581.51525",0.38704,-1.3694
"267.2326",0.38737,-1.3682
"753.59464",0.3875,-1.3677
"465.3046",0.38774,-1.3668
"317.17606",0.38835,-1.3646
"752.59188",0.38835,-1.3646
"451.27051",2.5746,1.3644
"461.268",0.38839,-1.3644
"318.17941",0.38858,-1.3637
"417.17591",2.5733,1.3636
"224.06161",2.5708,1.3622
"297.24398",0.389,-1.3621
"301.17625",0.38927,-1.3611
"328.2496",0.38932,-1.361
"175.02411",2.5686,1.361
"317.13994",2.5643,1.3586
"538.32932",0.39013,-1.358
"227.12871",0.39025,-1.3575
"109.00305",2.5625,1.3575
"467.20919",2.5613,1.3569
"400.27823",2.5591,1.3556
"395.24438",0.39086,-1.3553
"751.58958",0.39116,-1.3542
"245.09339",2.5556,1.3537
"550.31541",2.5534,1.3524
"214.18883",0.39171,-1.3521
"624.33076",2.5517,1.3514
"327.21823",0.39225,-1.3502
"500.31316",2.5475,1.3491
"841.55853",0.39426,-1.3428
"429.21201",0.3948,-1.3408
"565.32268",2.5298,1.339
"143.03377",2.5296,1.3389
"134.04613",0.39606,-1.3362
"472.2707",0.39631,-1.3353
"380.21646",0.39663,-1.3341
"359.1145",0.39675,-1.3337
"160.03945",2.5184,1.3325
"558.27634",2.5176,1.332
"361.16409",0.39757,-1.3307
"282.25186",0.39764,-1.3304
"188.05576",2.5141,1.3301
"466.30525",2.5123,1.329
"199.13342",0.39914,-1.325
"188.07102",2.5044,1.3244
"357.21464",0.39958,-1.3234
"294.21598",0.39962,-1.3233
"225.11278",2.5023,1.3233
"215.13976",0.39997,-1.322
"423.27186",2.5,1.3219
"560.47915",2.4981,1.3208
"381.15569",2.4979,1.3207
"541.32058",2.4955,1.3193
"293.07993",2.4939,1.3184
"194.90501",2.4916,1.3171
"597.51016",0.40166,-1.316
"347.22051",2.4854,1.3135
"593.35948",2.4847,1.3131
"239.05605",0.4025,-1.3129
"433.3324",0.40297,-1.3113
"117.92746",2.4794,1.31
"817.54318",2.4784,1.3094
"255.0513",0.40352,-1.3093
"356.26814",0.40362,-1.3089
"637.52272",2.4775,1.3089
"355.20276",2.4762,1.3082
"116.92738396",0.40403,-1.3075
"328.24978",0.4042,-1.3068
"653.49156",2.4702,1.3046
"335.236",0.40512,-1.3036
"399.18526",0.40511,-1.3036
"279.09323",2.4681,1.3034
"465.23194",2.4681,1.3034
"424.29085",2.4679,1.3033
"356.28099",2.462,1.2998
"399.27546",2.4616,1.2996
"496.27392",2.4614,1.2995
"495.31523",0.4065,-1.2987
"239.20162",0.40663,-1.2982
"351.21837",2.4592,1.2982
"187.13314",0.40687,-1.2974
"473.28796",0.40714,-1.2964
"273.17129",0.40763,-1.2947
"323.18994",2.4525,1.2943
"308.11986",2.4515,1.2937
"353.23384",0.40797,-1.2935
"142.03215",2.449,1.2922
"599.52557",0.40836,-1.2921
"243.19645",0.40841,-1.2919
"327.25454",0.40903,-1.2897
"273.23413",2.444,1.2893
"116.92735",2.4441,1.2893
"364.18857",0.40947,-1.2882
"201.10567",0.40962,-1.2876
"125.00941",2.4361,1.2846
"457.36898",0.41053,-1.2845
"277.0931",2.433,1.2828
"138.05494",2.4318,1.282
"339.21553",0.41148,-1.2811
"600.52894",0.41162,-1.2806
"293.21258",0.41173,-1.2802
"296.26773",2.4275,1.2795
"193.08614",0.41199,-1.2793
"439.29681",2.4226,1.2766
"427.30454",2.4198,1.2749
"323.09906",2.4185,1.2741
"265.09314",2.418,1.2738
"303.1564",2.418,1.2738
"501.20609",2.4167,1.273
"433.2574",0.41398,-1.2724
"230.14761",0.41423,-1.2715
"573.45236",2.4133,1.271
"541.32108",0.41443,-1.2708
"383.24197",0.4145,-1.2706
"495.27904",0.41495,-1.269
"395.27474",2.4081,1.2679
"435.08139",2.4077,1.2677
"327.25439",2.4047,1.2658
"116.92733742",2.4044,1.2657
"193.04994",2.4042,1.2656
"355.2646",0.41612,-1.2649
"587.50716",2.402,1.2642
"251.0727",2.401,1.2637
"213.07797",2.3999,1.263
"477.25626",2.3997,1.2628
"601.53199",0.41723,-1.2611
"498.29812",0.4174,-1.2605
"385.20596",0.41747,-1.2602
"432.3117",0.41761,-1.2598
"297.15339",0.41782,-1.259
"588.51027",2.3885,1.2561
"173.04485",0.41874,-1.2559
"138.01865",2.3871,1.2553
"225.06131",2.387,1.2552
"423.22737",2.3864,1.2548
"429.25851",0.41927,-1.2541
"653.51359",0.41955,-1.2531
"639.55728",0.41968,-1.2526
"259.11981",0.41973,-1.2525
"326.18822",0.41993,-1.2518
"321.24382678",0.41993,-1.2518
"370.23907",0.42001,-1.2515
"116.92733331",2.3795,1.2507
"71.01242",2.379,1.2503
"308.09931",2.3778,1.2496
"194.08935",0.42064,-1.2493
"573.48618",2.3752,1.248
"469.31132",0.42144,-1.2466
"185.10054",0.42165,-1.2459
"299.24932",0.42169,-1.2458
"541.32091",0.42169,-1.2458
"397.33271",0.42182,-1.2453
"281.13968",0.42268,-1.2424
"145.04963",0.42266,-1.2424
"330.17951",0.42444,-1.2364
"175.07556",0.42463,-1.2357
"309.20746",0.42489,-1.2348
"241.14445",2.3532,1.2346
"584.32084",0.425,-1.2345
"510.23711",0.4251,-1.2341
"262.16441",2.3521,1.2339
"411.21567",0.42555,-1.2326
"358.19902",0.42566,-1.2322
"314.20923",0.42589,-1.2315
"447.31188",0.426,-1.2311
"375.21798",0.42624,-1.2303
"362.28344",2.3455,1.2299
"378.20377",2.344,1.229
"391.28889",2.3421,1.2278
"116.92734867",2.3417,1.2275
"315.12419",0.42744,-1.2262
"383.32815",2.3391,1.226
"634.3336",2.3365,1.2244
"546.31795",0.42812,-1.2239
"428.26562",0.42837,-1.2231
"305.13552",2.3277,1.2189
"441.26281",0.42994,-1.2178
"215.08239",0.43091,-1.2146
"522.35849",0.43165,-1.2121
"480.29988",2.3163,1.2118
"257.12945",0.43201,-1.2109
"524.34393",0.43208,-1.2106
"455.35353",0.43279,-1.2082
"594.33743",0.43287,-1.208
"360.27439",2.31,1.2079
"279.08588",2.3098,1.2078
"443.27825",0.43303,-1.2075
"457.3598",0.43312,-1.2071
"433.3322",0.43314,-1.2071
"116.9273110",2.3085,1.2069
"513.31152",0.43327,-1.2066
"368.31731",2.3059,1.2054
"391.10711",2.306,1.2054
"179.03747",0.43397,-1.2043
"491.25913",2.301,1.2023
"383.0892",2.3008,1.2021
"523.34086",0.43473,-1.2018
"507.27289",2.2973,1.2
"272.1619",0.43557,-1.199
"298.88077",0.43571,-1.1986
"390.25023",0.43577,-1.1984
"237.11313",0.43595,-1.1978
"318.14962",2.2916,1.1963
"471.26742",0.43697,-1.1944
"369.30162",0.4371,-1.194
"496.31031",2.2875,1.1938
"457.25748",2.2852,1.1923
"126.01845",2.2845,1.1919
"580.36174",2.2821,1.1904
"259.05951",2.2821,1.1903
"642.5237",2.2812,1.1898
"116.92735307",2.2796,1.1888
"312.17264",0.43868,-1.1887
"544.44276",2.279,1.1884
"816.54014",2.2775,1.1875
"180.03268",2.2771,1.1872
"511.26532",0.43927,-1.1868
"363.25217",2.2757,1.1863
"427.26215",0.43964,-1.1856
"450.26315",2.2742,1.1854
"233.15448",2.273,1.1846
"576.472",0.44023,-1.1837
"273.06223",2.27,1.1827
"505.35394",0.44106,-1.1809
"327.29068",0.44109,-1.1808
"495.31451",0.44138,-1.1799
"300.19322",2.2654,1.1797
"456.35695",0.44175,-1.1787
"129.05456",2.263,1.1782
"201.11268",0.44209,-1.1776
"233.0854",2.2599,1.1763
"482.23015",2.2589,1.1756
"434.336",0.44333,-1.1735
"429.29743",2.2545,1.1728
"569.51505",2.2543,1.1727
"293.08847",0.44378,-1.1721
"325.18482",2.2527,1.1716
"390.27342",0.44399,-1.1714
"121.06477",2.2519,1.1712
"559.47563",2.2514,1.1708
"429.25257",2.2497,1.1698
"739.62533",0.44448,-1.1698
"614.52616",2.2486,1.169
"271.22828",2.2482,1.1688
"107.049",0.44487,-1.1685
"364.28069",2.246,1.1674
"391.2496",0.44551,-1.1665
"263.09726",0.44595,-1.165
"507.28382",2.2422,1.1649
"381.30903",2.2419,1.1647
"258.17918",0.44624,-1.1641
"479.33757",0.44654,-1.1631
"570.51843",2.2392,1.163
"363.14561",0.447,-1.1617
"565.37634",0.44703,-1.1615
"268.12734",0.44726,-1.1608
"337.23882",0.44763,-1.1596
"451.33333",0.44848,-1.1569
"639.3303",0.4487,-1.1562
"317.15085",2.2276,1.1555
"131.98335",2.2271,1.1552
"116.92738661",2.226,1.1545
"396.34868",2.2246,1.1536
"135.03011",0.44981,-1.1526
"482.29023",2.2204,1.1508
"228.02757",2.2176,1.149
"328.22149",0.45102,-1.1487
"272.23105",2.2128,1.1459
"296.19256",2.2095,1.1437
"327.21813",0.45314,-1.142
"472.28156",0.45361,-1.1405
"136.07571",0.45439,-1.138
"484.3366",0.45444,-1.1379
"319.24129",2.2003,1.1377
"207.03838",2.1994,1.1371
"513.31583",2.1991,1.1369
"275.20199",2.1989,1.1368
"430.30023",2.1968,1.1354
"346.23175",0.45526,-1.1352
"495.33333",0.4562,-1.1323
"342.10064",0.45632,-1.1319
"465.30501702",0.4565,-1.1313
"116.92735599",2.1905,1.1313
"272.23134359",2.1876,1.1293
"225.18564",2.1842,1.1271
"250.09324",2.1826,1.126
"410.23167",2.182,1.1257
"461.28791",2.1811,1.125
"271.22812",2.18,1.1243
"582.48194",0.45953,-1.1218
"321.14999",2.1746,1.1207
"399.1846",0.46015,-1.1198
"307.12383",2.1729,1.1196
"829.62074",2.1729,1.1196
"236.09603",2.1724,1.1193
"279.01898",0.46045,-1.1189
"487.27334",2.1718,1.1189
"327.06658",0.4609,-1.1175
"484.24583",2.1671,1.1157
"593.47907",0.46176,-1.1148
"253.09319",2.1648,1.1142
"333.09587",2.1646,1.1141
"182.01982",2.1643,1.1139
"231.13455",0.46205,-1.1139
"346.20842",2.1629,1.113
"329.17625",0.46269,-1.1119
"116.92736426",2.1605,1.1113
"450.31369",2.16,1.111
